Provider,,Price,CPU_RAM_Price,Storage_Price,Cluster_fee,licensed_OS,Hybrid_support,internal_egress_price,external_egress_price_per_month,internal_egress,external_egress,CPU ,RAM,STORAGE,Cluster_management_fee,Regional_redundancy,Autoscaling,Vendor_lock-in,Payment_option,Term_Length,Instance_Type,Disk_type,OS,Hybrid_multicloud_support,Pay_per_pod_usage,Region,Built-in_authentication,self-recovery_features,automate_backup_tasks,Versioning&upgrades
Amazon,RH45,122.3509,0.191,0.0159,0.03,0,0.114,2,120,100,1000,4,16,500,yes,yes,both,no,partially upfront,1 Year commitment,On Demand,Standard,Linux,yes,no,Asia,yes,yes,yes,yes
Amazon,RH46,122.3479,0.188,0.0159,0.03,0,0.114,2,120,100,1000,4,16,500,yes,yes,both,no,All upfront,1 Year commitment,On Demand,Standard,Linux,yes,no,Asia,yes,yes,yes,yes
Amazon,RH47,122.3069,0.147,0.0159,0.03,0,0.114,2,120,100,1000,4,16,500,yes,yes,both,no,partially upfront,3 Year commitment,On Demand,Standard,Linux,yes,no,Asia,yes,yes,yes,yes
Amazon,RH48,122.3019,0.142,0.0159,0.03,0,0.114,2,120,100,1000,4,16,500,yes,yes,both,no,All upfront,3 Year commitment,On Demand,Standard,Linux,yes,no,Asia,yes,yes,yes,yes
Amazon,RH49,122.3839,0.167,0.0159,0.03,0,0.171,2,120,100,1000,4,16,500,yes,yes,both,no,no upfront,3 Year commitment,Dedicated,Standard,Linux,yes,no,Asia,yes,yes,yes,yes
Amazon,RH50,122.4517,0.2918,0.0159,0.03,0,0.114,2,120,100,1000,4,16,500,yes,yes,both,no,no upfront,No commitment,Dedicated,Standard,Linux,yes,no,Asia,yes,yes,yes,yes
Amazon,RH51,122.3699,0.21,0.0159,0.03,0,0.114,2,120,100,1000,4,16,500,yes,yes,both,no,no upfront,1 Year commitment,Dedicated,Standard,Linux,yes,no,Asia,yes,yes,yes,yes
Amazon,RH52,122.3639,0.204,0.0159,0.03,0,0.114,2,120,100,1000,4,16,500,yes,yes,both,no,partially upfront,1 Year commitment,Dedicated,Standard,Linux,yes,no,Asia,yes,yes,yes,yes
Amazon,RH53,122.3609,0.201,0.0159,0.03,0,0.114,2,120,100,1000,4,16,500,yes,yes,both,no,All upfront,1 Year commitment,Dedicated,Standard,Linux,yes,no,Asia,yes,yes,yes,yes
Amazon,RH54,122.3149,0.155,0.0159,0.03,0,0.114,2,120,100,1000,4,16,500,yes,yes,both,no,All upfront,3 Year commitment,Dedicated,Standard,Linux,yes,no,Asia,yes,yes,yes,yes
Amazon,RH55,122.3199,0.16,0.0159,0.03,0,0.114,2,120,100,1000,4,16,500,yes,yes,both,no,partially upfront,3 Year commitment,Dedicated,Standard,Linux,yes,no,Asia,yes,yes,yes,yes
Amazon,RH56,90.1865,0.0768,0.0097,0.1,0,0,0,90,100,500,2,8,300,yes,no,both,no,no upfront,No commitment,On Demand,Standard,free,no,no,Europe,yes,yes,yes,yes
Amazon,RH57,90.1577,0.048,0.0097,0.1,0,0,0,90,100,500,2,8,300,yes,no,both,no,no upfront,1 Year commitment,On Demand,Standard,free,no,no,Europe,yes,yes,yes,yes
Amazon,RH58,90.1557,0.046,0.0097,0.1,0,0,0,90,100,500,2,8,300,yes,no,both,no,partially upfront,1 Year commitment,On Demand,Standard,free,no,no,Europe,yes,yes,yes,yes
Amazon,RH59,90.1547,0.045,0.0097,0.1,0,0,0,90,100,500,2,8,300,yes,no,both,no,All upfront,1 Year commitment,On Demand,Standard,free,no,no,Europe,yes,yes,yes,yes
Amazon,RH60,90.1427,0.033,0.0097,0.1,0,0,0,90,100,500,2,8,300,yes,no,both,no,no upfront,3 Year commitment,On Demand,Standard,free,no,no,Europe,yes,yes,yes,yes
Amazon,RH61,90.1407,0.031,0.0097,0.1,0,0,0,90,100,500,2,8,300,yes,no,both,no,partially upfront,3 Year commitment,On Demand,Standard,free,no,no,Europe,yes,yes,yes,yes
Amazon,RH62,90.1387,0.029,0.0097,0.1,0,0,0,90,100,500,2,8,300,yes,no,both,no,All upfront,3 Year commitment,On Demand,Standard,free,no,no,Europe,yes,yes,yes,yes
Amazon,RH63,90.16346,0.05376,0.0097,0.1,0,0,0,90,100,500,2,8,300,yes,no,both,no,no upfront,No commitment,Spot,Standard,free,no,no,Europe,yes,yes,yes,yes
Amazon,RH64,90.2333,0.1236,0.0097,0.1,0,0,0,90,100,500,2,8,300,yes,no,both,no,no upfront,No commitment,On Demand,Standard,Windows,no,no,Europe,yes,yes,yes,yes
Amazon,RH65,90.19622,0.08652,0.0097,0.1,0,0,0,90,100,500,2,8,300,yes,no,both,no,no upfront,No commitment,Spot,Standard,Windows,no,no,Europe,yes,yes,yes,yes
Amazon,RH66,90.21925,0.088,0.03125,0.1,0,0,0,90,100,500,2,8,1000,yes,no,both,no,no upfront,1 Year commitment,On Demand,Standard,Windows,no,no,Europe,yes,yes,yes,yes
Amazon,RH67,90.21625,0.085,0.03125,0.1,0,0,0,90,100,1000,2,8,1000,yes,no,both,no,partially upfront,1 Year commitment,On Demand,Standard,Windows,no,no,Europe,yes,yes,yes,yes
Amazon,RH68,90.21525,0.084,0.03125,0.1,0,0,0,90,100,1000,2,8,1000,yes,no,both,no,All upfront,1 Year commitment,On Demand,Standard,Windows,no,no,Europe,yes,yes,yes,yes
Amazon,RH69,90.20025,0.069,0.03125,0.1,0,0,0,90,100,1000,2,8,1000,yes,no,both,no,no upfront,3 Year commitment,On Demand,Standard,Windows,no,no,Europe,yes,yes,yes,yes
Amazon,RH70,90.19725,0.066,0.03125,0.1,0,0,0,90,100,1000,2,8,1000,yes,no,both,no,partially upfront,3 Year commitment,On Demand,Standard,Windows,no,no,Europe,yes,yes,yes,yes
Amazon,RH71,90.19525,0.064,0.03125,0.1,0,0,0,90,100,1000,2,8,1000,yes,no,both,no,All upfront,3 Year commitment,On Demand,Standard,Windows,no,no,Europe,yes,yes,yes,yes
Amazon,RH72,90.26805,0.1368,0.03125,0.1,0,0,0,90,100,1000,2,8,1000,yes,no,both,no,no upfront,No commitment,On Demand,Standard,Linux,no,no,Europe,yes,yes,yes,yes
Amazon,RH73,90.22701,0.09576,0.03125,0.1,0,0,0,90,100,1000,2,8,1000,yes,no,both,no,no upfront,No commitment,Spot,Standard,Linux,no,no,Europe,yes,yes,yes,yes
Amazon,RH74,90.23925,0.108,0.03125,0.1,0,0,0,90,100,1000,2,8,1000,yes,no,both,no,no upfront,1 Year commitment,On Demand,Standard,Linux,no,no,Europe,yes,yes,yes,yes
Amazon,RH75,90.23725,0.106,0.03125,0.1,0,0,0,90,100,1000,2,8,1000,yes,no,both,no,partially upfront,1 Year commitment,On Demand,Standard,Linux,no,no,Europe,yes,yes,yes,yes
Amazon,RH76,90.23625,0.105,0.03125,0.1,0,0,0,90,100,1000,2,8,1000,yes,no,both,no,All upfront,1 Year commitment,On Demand,Standard,Linux,no,no,Europe,yes,yes,yes,yes
Amazon,RH77,90.22025,0.089,0.03125,0.1,0,0,0,90,100,1000,2,8,1000,yes,no,both,no,no upfront,3 Year commitment,On Demand,Standard,Linux,no,no,Europe,yes,yes,yes,yes
Amazon,RH78,90.21825,0.087,0.03125,0.1,0,0,0,90,100,1000,2,8,1000,yes,no,both,no,partially upfront,3 Year commitment,On Demand,Standard,Linux,no,no,Europe,yes,yes,yes,yes
Amazon,RH79,90.20288,0.089,0.01388,0.1,0,0,0,90,100,1000,2,8,400,yes,no,both,no,All upfront,3 Year commitment,On Demand,Standard,Linux,no,no,Europe,yes,yes,yes,yes
Amazon,RH80,3501.5952,1.4868,0.0084,0.1,0,0,0,3500,10000,50000,32,64,400,yes,no,both,no,no upfront,No commitment,On Demand,SSD,Linux,no,no,US,yes,yes,yes,yes
Amazon,RH81,3501.0934,0.985,0.0084,0.1,0,0,0,3500,10000,50000,32,64,400,yes,no,both,no,no upfront,1 Year commitment,On Demand,SSD,Linux,no,no,US,yes,yes,yes,yes
Amazon,RH82,3500.8244,0.716,0.0084,0.1,0,0,0,3500,10000,50000,32,64,400,yes,no,both,no,no upfront,3 Year commitment,On Demand,SSD,Linux,no,no,US,yes,yes,yes,yes
Amazon,RH83,3501.0524,0.944,0.0084,0.1,0,0,0,3500,10000,50000,32,64,400,yes,no,both,no,partially upfront,1 Year commitment,On Demand,SSD,Linux,no,no,US,yes,yes,yes,yes
Amazon,RH84,3501.0364,0.928,0.0084,0.1,0,0,0,3500,10000,50000,32,64,400,yes,no,both,no,All upfront,1 Year commitment,On Demand,SSD,Linux,no,no,US,yes,yes,yes,yes
Amazon,RH85,3500.7814,0.673,0.0084,0.1,0,0,0,3500,10000,50000,32,64,400,yes,no,both,no,partially upfront,3 Year commitment,On Demand,SSD,Linux,no,no,US,yes,yes,yes,yes
Amazon,RH86,3500.7484,0.64,0.0084,0.1,0,0,0,3500,10000,50000,32,64,400,yes,no,both,no,All upfront,3 Year commitment,On Demand,SSD,Linux,no,no,US,yes,yes,yes,yes
Amazon,RH87,3503.0934,2.985,0.0084,0.1,0,0,0,3500,10000,50000,32,64,400,yes,no,both,no,no upfront,No commitment,Dedicated,SSD,free,no,no,US,yes,yes,yes,yes
Amazon,RH88,3501.9894,1.881,0.0084,0.1,0,0,0,3500,10000,50000,32,64,400,yes,no,both,no,no upfront,1 Year commitment,Dedicated,SSD,free,no,no,US,yes,yes,yes,yes
Amazon,RH89,3501.8984,1.79,0.0084,0.1,0,0,0,3500,10000,50000,32,64,400,yes,no,both,no,partially upfront,1 Year commitment,Dedicated,SSD,free,no,no,US,yes,yes,yes,yes
Amazon,RH90,3501.8634,1.755,0.0084,0.1,0,0,0,3500,10000,50000,32,64,400,yes,no,both,no,All upfront,1 Year commitment,Dedicated,SSD,free,no,no,US,yes,yes,yes,yes
Amazon,RH91,3501.3984,1.29,0.0084,0.1,0,0,0,3500,10000,50000,32,64,400,yes,no,both,no,no upfront,3 Year commitment,Dedicated,SSD,free,no,no,US,yes,yes,yes,yes
Amazon,RH92,3501.3024,1.194,0.0084,0.1,0,0,0,3500,10000,50000,32,64,400,yes,no,both,no,partially upfront,3 Year commitment,Dedicated,SSD,free,no,no,US,yes,yes,yes,yes
Amazon,RH93,3501.2304,1.122,0.0084,0.1,0,0,0,3500,10000,50000,32,64,400,yes,no,both,no,All upfront,3 Year commitment,Dedicated,SSD,free,no,no,US,yes,yes,yes,yes
Amazon,RH94,853.26788,3.154,0.01388,0.1,0,0,0,850,1000,10000,8,32,400,yes,no,both,no,no upfront,No commitment,Dedicated,SSD,free,no,no,US,yes,yes,yes,yes
Amazon,RH95,851.53688,1.423,0.01388,0.1,0,0,0,850,1000,10000,8,32,400,yes,no,both,no,All upfront,3 Year commitment,Dedicated,SSD,free,no,no,US,yes,yes,yes,yes
Amazon,RH96,850.89925,0.868,0.03125,0,0,0,0,850,1000,10000,8,32,1000,no,no,both,yes,no upfront,No commitment,On Demand,SSD,free,no,no,Europe,yes,yes,yes,yes
Amazon,RH97,850.69325,0.662,0.03125,0,0,0,0,850,1000,10000,8,32,1000,no,no,both,yes,All upfront,1 Year commitment,On Demand,SSD,Windows,no,no,Europe,yes,yes,yes,yes
Amazon,RH98,850.59925,0.568,0.03125,0,0,0,0,850,1000,10000,8,32,1000,no,no,both,yes,partially upfront,3 Year commitment,On Demand,SSD,Windows,no,no,Europe,yes,yes,yes,yes
Amazon,RH99,850.37845,0.3472,0.03125,0,0,0,0,850,1000,10000,8,32,1000,no,no,both,yes,no upfront,No commitment,Spot,SSD,free,no,no,Europe,yes,yes,yes,yes
Amazon,RH100,850.47625,0.445,0.03125,0,0,0,0,850,1000,10000,8,32,1000,no,no,both,yes,no upfront,1 Year commitment,On Demand,SSD,Linux,no,no,Europe,yes,yes,yes,yes
Amazon,RH101,850.46125,0.43,0.03125,0,0,0,0,850,1000,10000,8,32,1000,no,no,both,yes,partially upfront,1 Year commitment,On Demand,SSD,Linux,no,no,Europe,yes,yes,yes,yes
Amazon,RH102,850.34925,0.318,0.03125,0,0,0,0,850,1000,10000,8,32,1000,no,no,both,yes,All upfront,3 Year commitment,On Demand,SSD,Linux,no,no,Europe,yes,yes,yes,yes
Amazon,RH103,850.37725,0.346,0.03125,0,0,0,0,850,1000,10000,8,32,1000,no,no,both,yes,no upfront,3 Year commitment,On Demand,SSD,Linux,no,no,Europe,yes,yes,yes,yes
Amazon,RH104,850.32525,0.294,0.03125,0,0,0,0,850,1000,10000,8,32,1000,no,no,both,yes,All upfront,1 Year commitment,On Demand,SSD,free,no,no,Europe,yes,yes,yes,yes
Amazon,RH105,850.21925,0.188,0.03125,0,0,0,0,850,1000,10000,8,32,1000,no,no,both,yes,partially upfront,3 Year commitment,On Demand,SSD,free,no,no,Europe,yes,yes,yes,yes
Amazon,RH106,120.13987,0.1364,0.00347,0,0,0,0,120,100,1000,2,8,100,no,no,both,yes,no upfront,No commitment,On Demand,SSD,Windows,no,no,Asia,yes,yes,yes,yes
Amazon,RH107,120.0797,0.0728,0.0069,0,0,0,0,120,100,1000,2,4,200,no,no,both,yes,no upfront,No commitment,On Demand,SSD,Windows,no,no,Asia,yes,yes,yes,yes
Amazon,RH108,120.40841,0.398,0.01041,0,0,0,0,120,100,1000,4,8,300,no,no,both,yes,no upfront,No commitment,On Demand,SSD,Windows,no,no,Asia,yes,yes,yes,yes
Amazon,RH109,120.305,0.2912,0.0138,0,0,0,0,120,100,1000,4,16,400,no,no,both,yes,no upfront,No commitment,On Demand,SSD,Windows,no,no,Asia,yes,yes,yes,yes
Amazon,RH110,851.60866,1.592,0.01666,0,0,0,0,850,1000,10000,16,32,500,no,no,both,yes,no upfront,No commitment,On Demand,SSD,Windows,no,no,Asia,yes,yes,yes,yes
Amazon,RH111,851.7999,1.768,0.0319,0,0,0,0,850,1000,10000,16,64,1000,no,no,both,yes,no upfront,No commitment,On Demand,SSD,Windows,no,no,Asia,yes,yes,yes,yes
Amazon,RH112,851.83547,1.832,0.00347,0,0,0,0,850,1000,10000,16,128,100,no,no,both,yes,no upfront,No commitment,On Demand,SSD,Windows,no,no,Asia,yes,yes,yes,yes
Amazon,RH113,4103.0124,3.008,0.0044,0,0,0,0,4100,10000,50000,32,64,200,no,no,both,yes,no upfront,No commitment,On Demand,SSD,Windows,no,no,Asia,yes,yes,yes,yes
Amazon,RH114,4103.4698,3.456,0.0138,0,0,0,0,4100,10000,50000,32,128,500,no,no,both,yes,no upfront,No commitment,On Demand,SSD,Windows,no,no,Asia,yes,yes,yes,yes
Amazon,RH115,4102.0585,2.0309,0.0276,0,0,0,0,4100,10000,50000,32,128,1000,no,no,both,yes,no upfront,No commitment,Spot,SSD,Windows,no,no,Asia,yes,yes,yes,yes
Amazon,RH116,851.8699,1.3172,0.0097,0.03,0,0.513,0,850,1000,10000,12,48,300,yes,no,both,no,no upfront,No commitment,On Demand,Standard,Linux,yes,no,Europe,yes,yes,yes,yes
Amazon,RH117,850.9137,0.646,0.0097,0.03,0,0.228,0,850,1000,10000,12,48,300,yes,no,both,no,no upfront,3 Year commitment,On Demand,Standard,Linux,yes,no,Europe,yes,yes,yes,yes
Amazon,RH118,850.8747,0.607,0.0097,0.03,0,0.228,0,850,1000,10000,12,48,300,yes,no,both,no,partially upfront,3 Year commitment,On Demand,Standard,Linux,yes,no,Europe,yes,yes,yes,yes
Amazon,RH119,850.8467,0.579,0.0097,0.03,0,0.228,0,850,1000,10000,12,48,300,yes,no,both,no,All upfront,3 Year commitment,On Demand,Standard,Linux,yes,no,Europe,yes,yes,yes,yes
Amazon,RH120,850.8917,0.624,0.0097,0.03,0,0.228,0,850,1000,10000,12,48,300,yes,no,both,no,All upfront,3 Year commitment,Dedicated,Standard,Linux,yes,no,Europe,yes,yes,yes,yes
Amazon,RH121,851.2567,0.875,0.0097,0.03,0,0.342,0,850,1000,10000,12,48,300,yes,no,both,no,no upfront,1 Year commitment,On Demand,Standard,Linux,yes,no,Europe,yes,yes,yes,yes
Amazon,RH122,851.2207,0.839,0.0097,0.03,0,0.342,0,850,1000,10000,12,48,300,yes,no,both,no,partially upfront,1 Year commitment,On Demand,Standard,Linux,yes,no,Europe,yes,yes,yes,yes
Amazon,RH123,851.2067,0.825,0.0097,0.03,0,0.342,0,850,1000,10000,12,48,300,yes,no,both,no,All upfront,1 Year commitment,On Demand,Standard,Linux,yes,no,Europe,yes,yes,yes,yes
Amazon,RH124,850.9647,0.697,0.0097,0.03,0,0.228,0,850,1000,10000,12,48,300,yes,no,both,no,no upfront,3 Year commitment,Dedicated,Standard,Linux,yes,no,Europe,yes,yes,yes,yes
Amazon,RH125,850.9227,0.655,0.0097,0.03,0,0.228,0,850,1000,10000,12,48,300,yes,no,both,no,partially upfront,3 Year commitment,Dedicated,Standard,Linux,yes,no,Europe,yes,yes,yes,yes
Amazon,RH126,90.35141,0.14,0.01041,0.03,0,0.171,0,90,100,1000,2,8,300,yes,no,both,no,no upfront,No commitment,On Demand,Standard,Linux,yes,no,US,yes,yes,yes,yes
Amazon,RH127,90.31541,0.161,0.01041,0.03,0,0.114,0,90,100,1000,4,16,300,yes,no,both,no,no upfront,1 Year commitment,On Demand,Standard,Linux,yes,no,US,yes,yes,yes,yes
Amazon,RH128,850.85161,0.4692,0.01041,0.03,0,0.342,0,850,1000,10000,8,16,300,yes,no,both,no,no upfront,No commitment,On Demand,Standard,Linux,yes,no,US,yes,yes,yes,yes
Amazon,RH129,850.59041,0.322,0.01041,0.03,0,0.228,0,850,1000,10000,8,32,300,yes,no,both,no,partially upfront,1 Year commitment,On Demand,Standard,Linux,yes,no,US,yes,yes,yes,yes
Amazon,RH130,851.84586,1.2862,0.01666,0.03,0,0.513,0,850,1000,10000,12,48,500,yes,no,both,no,no upfront,No commitment,On Demand,Standard,Linux,yes,no,US,yes,yes,yes,yes
Amazon,RH131,851.1939,0.806,0.0159,0.03,0,0.342,0,850,1000,10000,12,48,500,yes,no,both,no,All upfront,1 Year commitment,On Demand,Standard,Linux,yes,no,Asia,yes,yes,yes,yes
Amazon,RH132,851.8327,1.1028,0.0159,0.03,0,0.684,0,850,1000,10000,16,128,500,yes,no,both,no,no upfront,No commitment,On Demand,Standard,Linux,yes,no,Asia,yes,yes,yes,yes
Amazon,RH133,850.8369,0.335,0.0159,0.03,0,0.456,0,850,1000,10000,16,32,500,yes,no,both,no,partially upfront,3 Year commitment,On Demand,Standard,Linux,yes,no,Asia,yes,yes,yes,yes
Amazon,RH134,4102.9088,1.4996,0.0112,0.03,0,1.368,0,4100,10000,50000,32,64,500,yes,no,both,no,no upfront,No commitment,On Demand,Standard,Linux,yes,no,Asia,yes,yes,yes,yes
Amazon,RH135,4101.6852,0.732,0.0112,0.03,0,0.912,0,4100,10000,50000,32,128,500,yes,no,both,no,All upfront,3 Year commitment,On Demand,Standard,Linux,yes,no,Asia,yes,yes,yes,yes
Amazon,RH136,851.8451,1.2862,0.0159,0.03,0,0.513,0,850,1000,10000,12,48,500,yes,no,both,no,no upfront,No commitment,On Demand,Standard,Linux,yes,no,Asia,yes,yes,yes,yes
Amazon,RH137,120.4945,0.2776,0.0159,0.03,0,0.171,0,120,100,1000,4,16,500,yes,no,both,no,no upfront,No commitment,On Demand,Standard,Linux,yes,no,Asia,yes,yes,yes,yes
Amazon,RH138,120.3139,0.154,0.0159,0.03,0,0.114,0,120,100,1000,4,16,500,yes,no,both,no,no upfront,3 Year commitment,On Demand,Standard,Linux,yes,no,Asia,yes,yes,yes,yes
Amazon,RH139,851.5441,1.1562,0.0159,0.03,0,0.342,0,850,1000,10000,12,48,500,yes,no,both,no,partially upfront,1 Year commitment,On Demand,Standard,Linux,yes,no,Asia,yes,yes,yes,yes
Amazon,RH140,851.6431,1.2552,0.0159,0.03,0,0.342,0,850,1000,10000,12,48,500,yes,no,both,no,no upfront,1 Year commitment,On Demand,Standard,Linux,yes,no,Asia,yes,yes,yes,yes
Amazon,RH141,851.3735,0.6436,0.0159,0.03,0,0.684,0,850,1000,10000,16,32,500,yes,no,both,no,no upfront,No commitment,On Demand,Standard,Linux,yes,no,Asia,yes,yes,yes,yes
Amazon,RH142,850.9559,0.454,0.0159,0.03,0,0.456,0,850,1000,10000,16,32,500,yes,no,both,no,no upfront,1 Year commitment,On Demand,Standard,Linux,yes,no,Asia,yes,yes,yes,yes
Amazon,RH143,850.9339,0.432,0.0159,0.03,0,0.456,0,850,1000,10000,16,32,500,yes,no,both,no,All upfront,1 Year commitment,On Demand,Standard,Linux,yes,no,Asia,yes,yes,yes,yes
Amazon,RH144,850.8249,0.323,0.0159,0.03,0,0.456,0,850,1000,10000,16,32,500,yes,no,both,no,All upfront,3 Year commitment,On Demand,Standard,Linux,yes,no,Asia,yes,yes,yes,yes
Amazon,RH145,850.8539,0.352,0.0159,0.03,0,0.456,0,850,1000,10000,16,32,500,yes,no,both,no,no upfront,3 Year commitment,On Demand,Standard,Linux,yes,no,Asia,yes,yes,yes,yes
Amazon,RH146,4103.1232,1.714,0.0112,0.03,0,1.368,0,4100,10000,50000,32,128,500,yes,no,both,no,no upfront,No commitment,On Demand,Standard,Linux,yes,no,Asia,yes,yes,yes,yes
Amazon,RH147,4102.0912,1.138,0.0112,0.03,0,0.912,0,4100,10000,50000,32,128,500,yes,no,both,no,no upfront,1 Year commitment,On Demand,Standard,Linux,yes,no,Asia,yes,yes,yes,yes
Amazon,RH148,4102.0432,1.09,0.0112,0.03,0,0.912,0,4100,10000,50000,32,128,500,yes,no,both,no,partially upfront,1 Year commitment,On Demand,Standard,Linux,yes,no,Asia,yes,yes,yes,yes
Amazon,RH149,4102.0242,1.071,0.0112,0.03,0,0.912,0,4100,10000,50000,32,128,500,yes,no,both,no,All upfront,1 Year commitment,On Demand,Standard,Linux,yes,no,Asia,yes,yes,yes,yes
Amazon,RH150,4101.7742,0.821,0.0112,0.03,0,0.912,0,4100,10000,50000,32,128,500,yes,no,both,no,no upfront,3 Year commitment,On Demand,Standard,Linux,yes,no,Asia,yes,yes,yes,yes
Amazon,RH151,4101.7232,0.77,0.0112,0.03,0,0.912,0,4100,10000,50000,32,128,500,yes,no,both,no,partially upfront,3 Year commitment,On Demand,Standard,Linux,yes,no,Asia,yes,yes,yes,yes
Amazon,RH152,4103.2192,1.81,0.0112,0.03,0,1.368,0,4100,10000,50000,32,128,500,yes,no,both,no,no upfront,No commitment,Dedicated,Standard,Linux,yes,no,Asia,yes,yes,yes,yes
Amazon,RH153,4101.7812,0.828,0.0112,0.03,0,0.912,0,4100,10000,50000,32,128,500,yes,no,both,no,All upfront,3 Year commitment,Dedicated,Standard,Linux,yes,no,Asia,yes,yes,yes,yes
Amazon,RH154,4101.8192,0.866,0.0112,0.03,0,0.912,0,4100,10000,50000,32,128,500,yes,no,both,no,partially upfront,3 Year commitment,Dedicated,Standard,Linux,yes,no,Asia,yes,yes,yes,yes
Amazon,RH155,4101.8702,0.917,0.0112,0.03,0,0.912,0,4100,10000,50000,32,128,500,yes,no,both,no,no upfront,3 Year commitment,Dedicated,Standard,Linux,yes,no,Asia,yes,yes,yes,yes
Amazon,RH156,4102.1872,1.234,0.0112,0.03,0,0.912,0,4100,10000,50000,32,128,500,yes,no,both,no,no upfront,1 Year commitment,Dedicated,Standard,Linux,yes,no,Asia,yes,yes,yes,yes
Amazon,RH157,4102.1392,1.186,0.0112,0.03,0,0.912,0,4100,10000,50000,32,128,500,yes,no,both,no,partially upfront,1 Year commitment,Dedicated,Standard,Linux,yes,no,Asia,yes,yes,yes,yes
Amazon,RH158,4102.1202,1.167,0.0112,0.03,0,0.912,0,4100,10000,50000,32,128,500,yes,no,both,no,All upfront,1 Year commitment,Dedicated,Standard,Linux,yes,no,Asia,yes,yes,yes,yes
Amazon,RH159,120.3569,0.197,0.0159,0.03,0,0.114,0,120,100,1000,4,16,500,yes,no,both,no,no upfront,1 Year commitment,On Demand,Standard,Linux,yes,no,Asia,yes,yes,yes,yes
Amazon,RH160,120.3509,0.191,0.0159,0.03,0,0.114,0,120,100,1000,4,16,500,yes,no,both,no,partially upfront,1 Year commitment,On Demand,Standard,Linux,yes,no,Asia,yes,yes,yes,yes
Amazon,RH161,120.3479,0.188,0.0159,0.03,0,0.114,0,120,100,1000,4,16,500,yes,no,both,no,All upfront,1 Year commitment,On Demand,Standard,Linux,yes,no,Asia,yes,yes,yes,yes
Amazon,RH162,120.3069,0.147,0.0159,0.03,0,0.114,0,120,100,1000,4,16,500,yes,no,both,no,partially upfront,3 Year commitment,On Demand,Standard,Linux,yes,no,Asia,yes,yes,yes,yes
Amazon,RH163,120.3019,0.142,0.0159,0.03,0,0.114,0,120,100,1000,4,16,500,yes,no,both,no,All upfront,3 Year commitment,On Demand,Standard,Linux,yes,no,Asia,yes,yes,yes,yes
Amazon,RH164,120.3839,0.167,0.0159,0.03,0,0.171,0,120,100,1000,4,16,500,yes,no,both,no,no upfront,3 Year commitment,Dedicated,Standard,Linux,yes,no,Asia,yes,yes,yes,yes
Amazon,RH165,120.4517,0.2918,0.0159,0.03,0,0.114,0,120,100,1000,4,16,500,yes,no,both,no,no upfront,No commitment,Dedicated,Standard,Linux,yes,no,Asia,yes,yes,yes,yes
Amazon,RH166,120.3699,0.21,0.0159,0.03,0,0.114,0,120,100,1000,4,16,500,yes,no,both,no,no upfront,1 Year commitment,Dedicated,Standard,Linux,yes,no,Asia,yes,yes,yes,yes
Amazon,RH167,120.3639,0.204,0.0159,0.03,0,0.114,0,120,100,1000,4,16,500,yes,no,both,no,partially upfront,1 Year commitment,Dedicated,Standard,Linux,yes,no,Asia,yes,yes,yes,yes
Amazon,RH168,120.3609,0.201,0.0159,0.03,0,0.114,0,120,100,1000,4,16,500,yes,no,both,no,All upfront,1 Year commitment,Dedicated,Standard,Linux,yes,no,Asia,yes,yes,yes,yes
Amazon,RH169,120.3149,0.155,0.0159,0.03,0,0.114,0,120,100,1000,4,16,500,yes,no,both,no,All upfront,3 Year commitment,Dedicated,Standard,Linux,yes,no,Asia,yes,yes,yes,yes
Amazon,RH170,120.3199,0.16,0.0159,0.03,0,0.114,0,120,100,1000,4,16,500,yes,no,both,no,partially upfront,3 Year commitment,Dedicated,Standard,Linux,yes,no,Asia,yes,yes,yes,yes
Digital,Ocean,0.95238,0.95238,0,0,0,0,,,,,32,64,400,no,yes,horizontal,no,no upfront,No commitment,On Demand,SSD,free,no,no,US,yes,yes,yes,yes
Digital,Ocean,0.888,0.888,0,0,0,0,,,,,32,64,400,no,yes,horizontal,no,no upfront,1 Year commitment,On Demand,SSD,free,no,no,US,yes,yes,yes,yes
Digital,Ocean,10.05952,0.05952,0,0,0,0,0,10,100,1000,4,8,100,no,yes,horizontal,no,no upfront,No commitment,On Demand,SSD,free,no,no,US,yes,yes,yes,yes
Digital,Ocean,10.055,0.055,0,0,0,0,0,10,100,1000,4,8,200,no,yes,horizontal,no,no upfront,1 Year commitment,On Demand,SSD,free,no,no,US,yes,yes,yes,yes
Digital,Ocean,100.2381,0.2381,0,0,0,0,0,100,1000,10000,8,16,100,no,yes,horizontal,no,no upfront,No commitment,On Demand,SSD,free,no,no,US,yes,yes,yes,yes
Digital,Ocean,100.222,0.222,0,0,0,0,0,100,1000,10000,8,16,100,no,yes,horizontal,no,no upfront,1 Year commitment,On Demand,SSD,free,no,no,US,yes,yes,yes,yes
Digital,Ocean,100.26786,0.26786,0,0,0,0,0,100,1000,10000,8,16,200,no,yes,horizontal,no,no upfront,No commitment,On Demand,SSD,free,no,no,US,yes,yes,yes,yes
Digital,Ocean,100.25,0.25,0,0,0,0,0,100,1000,10000,8,16,400,no,yes,horizontal,no,no upfront,1 Year commitment,On Demand,SSD,free,no,no,US,yes,yes,yes,yes
Digital,Ocean,100.47619,0.47619,0,0,0,0,0,100,1000,10000,16,32,200,no,yes,horizontal,no,no upfront,No commitment,On Demand,SSD,free,no,no,US,yes,yes,yes,yes
